ID,Keywords
F:\eclipse-workspace\VDERS\doc_generate_16000\10018.txt,"[cbb, orientation, earthbound, limited, cae, match, graham, fault, cam, Engineering, Stuart, sunfish, response, Karner, files, independently, biologically, leotard, presidential, informal]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10019.txt,"[orientation, supposedly, cbb, match, fault, distinct, Hopkins, cam, Engineering, can, SEXIST, cap, sunfish, car, response, safe, files, Welcome, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1002.txt,"[orientation, sail, limited, instances, distinct, graham, fault, While, Hopkins, Engineering, car, sunfish, enforce, arguments, informal, conceptualization, tends, reposted, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10020.txt,"[orientation, earthbound, cae, match, While, Robbins, really, can, epistles, SEXIST, car, sunfish, safe, Karner, leotard, Welcome, commandment, presidential, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10021.txt,"[supposedly, cbb, limited, earthbound, fault, Ino, Engineering, can, epistles, cap, Stuart, Karner, biologically, leotard, independently, files, Welcome, informal, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10022.txt,"[cbb, instances, graham, fault, While, Hopkins, really, aware, can, targeting, SEXIST, cap, car, marriage, response, enforce, Welcome, arguments, commandment, presidential]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10023.txt,"[Mozumder, match, fault, distinct, While, Hopkins, Robbins, really, targeting, cap, SEXIST, response, Karner, leotard, Welcome, presidential, commandment, conceptualization, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10024.txt,"[Mozumder, orientation, supposedly, instances, cae, match, Ino, Robbins, cam, aware, Engineering, can, cap, Stuart, sunfish, car, safe, leotard, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10025.txt,"[Mozumder, supposedly, limited, match, distinct, Ino, While, Robbins, really, Stuart, car, Karner, safe, leotard, Welcome, arguments, presidential, said, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10026.txt,"[Mozumder, cae, distinct, fault, Ino, Hopkins, cam, aware, Engineering, can, cap, Stuart, response, safe, enforce, arguments, commandment, conceptualization, solntze, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10027.txt,"[supposedly, limited, cae, fault, Ino, really, aware, can, cap, car, Karner, biologically, files, Welcome, arguments, presidential, solntze, reposted, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10028.txt,"[sail, earthbound, fault, graham, cam, aware, can, Engineering, targeting, cap, car, sunfish, response, independently, leotard, Welcome, conceptualization, solntze, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10029.txt,"[Mozumder, supposedly, earthbound, match, fault, graham, really, cam, aware, Engineering, cap, sunfish, safe, Karner, independently, presidential, conceptualization, said, tends, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1003.txt,"[Mozumder, cbb, sail, limited, cae, distinct, Ino, While, Robbins, can, targeting, SEXIST, Stuart, car, arguments, commandment, conceptualization, reposted, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10030.txt,"[Mozumder, orientation, sail, earthbound, graham, fault, Hopkins, really, cam, aware, SEXIST, car, sunfish, Karner, enforce, files, Welcome, said, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10031.txt,"[Mozumder, supposedly, cbb, limited, graham, Engineering, can, targeting, epistles, SEXIST, car, response, safe, leotard, files, arguments, presidential, said, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10032.txt,"[supposedly, instances, cae, distinct, Ino, Robbins, really, Engineering, can, targeting, epistles, Stuart, sunfish, car, marriage, Karner, arguments, Welcome, commandment, conceptualization]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10033.txt,"[sail, cae, fault, Ino, can, targeting, SEXIST, cap, Stuart, car, response, safe, independently, Welcome, presidential, said, solntze, tends, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10034.txt,"[Mozumder, cbb, orientation, instances, match, While, Robbins, cam, targeting, sunfish, car, response, safe, leotard, commandment, presidential, conceptualization, reposted, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10035.txt,"[cbb, sail, limited, earthbound, instances, cae, cam, really, can, Engineering, cap, epistles, Stuart, sunfish, enforce, leotard, said, conceptualization, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10036.txt,"[Mozumder, cbb, earthbound, cae, graham, Ino, aware, can, SEXIST, Stuart, sunfish, car, response, marriage, safe, biologically, leotard, Welcome, commandment, conceptualization]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10037.txt,"[Mozumder, orientation, earthbound, distinct, Hopkins, Robbins, cam, targeting, cap, epistles, SEXIST, Stuart, safe, enforce, files, Welcome, commandment, said, informal, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10038.txt,"[orientation, cbb, instances, earthbound, limited, cae, graham, Hopkins, While, cam, aware, cap, marriage, Karner, files, independently, biologically, Welcome, said, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10039.txt,"[cbb, limited, match, fault, While, Robbins, aware, targeting, epistles, response, independently, enforce, biologically, files, leotard, Welcome, presidential, solntze, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1004.txt,"[orientation, supposedly, instances, match, distinct, While, Ino, Robbins, cam, aware, targeting, response, Karner, leotard, commandment, conceptualization, solntze, tends, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10040.txt,"[cbb, sail, instances, earthbound, cae, Hopkins, Robbins, cam, Engineering, SEXIST, sunfish, response, Karner, commandment, conceptualization, informal, solntze, reposted, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10041.txt,"[Mozumder, limited, earthbound, cae, Hopkins, aware, can, Engineering, cap, SEXIST, car, marriage, safe, files, leotard, Welcome, commandment, said, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10042.txt,"[orientation, cbb, match, graham, While, Hopkins, really, aware, epistles, cap, sunfish, safe, Karner, leotard, enforce, files, arguments, presidential, conceptualization, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10043.txt,"[cbb, earthbound, match, distinct, graham, Ino, Robbins, really, aware, epistles, cap, Stuart, Karner, safe, leotard, files, Welcome, commandment, presidential, informal]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10044.txt,"[Mozumder, match, fault, graham, Ino, Hopkins, really, aware, epistles, Karner, safe, files, enforce, independently, Welcome, informal, said, tends, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10045.txt,"[Mozumder, limited, instances, cae, fault, Hopkins, While, really, Engineering, cap, SEXIST, response, Karner, files, arguments, presidential, commandment, informal, reposted, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10046.txt,"[sail, match, Robbins, really, aware, targeting, sunfish, marriage, response, Karner, independently, leotard, biologically, Welcome, commandment, conceptualization, said, tends, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10047.txt,"[supposedly, orientation, sail, limited, instances, fault, graham, Hopkins, Engineering, SEXIST, marriage, safe, independently, files, arguments, commandment, conceptualization, said, informal, solntze]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10048.txt,"[limited, distinct, Hopkins, While, Robbins, cam, can, targeting, SEXIST, cap, car, response, safe, leotard, biologically, commandment, presidential, conceptualization, said, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10049.txt,"[cbb, supposedly, orientation, sail, distinct, While, cam, aware, SEXIST, sunfish, car, biologically, enforce, arguments, Welcome, presidential, solntze, reposted, greatest, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1005.txt,"[supposedly, sail, earthbound, limited, fault, While, Ino, Robbins, really, Engineering, targeting, Stuart, sunfish, marriage, Karner, independently, informal, reposted, greatest, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10050.txt,"[supposedly, earthbound, limited, cae, Ino, Hopkins, Robbins, cam, aware, epistles, car, sunfish, response, marriage, biologically, commandment, presidential, said, tends, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10051.txt,"[Mozumder, orientation, limited, earthbound, cae, graham, While, targeting, cap, SEXIST, Stuart, sunfish, car, response, safe, biologically, conceptualization, solntze, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10052.txt,"[earthbound, match, graham, fault, aware, Engineering, targeting, epistles, SEXIST, sunfish, Karner, files, leotard, independently, arguments, Welcome, conceptualization, tends, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10053.txt,"[orientation, match, While, Hopkins, Ino, Robbins, cam, targeting, cap, epistles, Stuart, car, Karner, biologically, Welcome, informal, solntze, reposted, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10054.txt,"[orientation, limited, instances, cae, match, graham, can, targeting, epistles, response, Karner, safe, enforce, Welcome, arguments, conceptualization, said, reposted, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10055.txt,"[sail, limited, match, distinct, Hopkins, cam, aware, can, Engineering, cap, epistles, sunfish, marriage, response, independently, biologically, leotard, said, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10056.txt,"[Mozumder, limited, earthbound, instances, cae, distinct, aware, Engineering, can, cap, sunfish, response, safe, enforce, Welcome, said, informal, conceptualization, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10057.txt,"[supposedly, cbb, sail, limited, earthbound, fault, distinct, graham, While, cam, Engineering, Stuart, car, response, files, enforce, commandment, informal, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10058.txt,"[Mozumder, cbb, orientation, supposedly, distinct, fault, Ino, While, Robbins, really, targeting, cap, Stuart, enforce, files, independently, arguments, Welcome, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10059.txt,"[Mozumder, cbb, orientation, limited, earthbound, fault, Hopkins, really, can, epistles, Stuart, sunfish, car, safe, Welcome, said, informal, reposted, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1006.txt,"[cbb, sail, instances, limited, cae, match, Hopkins, really, aware, can, SEXIST, cap, car, marriage, Karner, files, commandment, conceptualization, solntze, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10060.txt,"[Mozumder, cbb, supposedly, limited, cae, match, graham, Ino, Hopkins, cam, aware, car, Karner, files, biologically, enforce, commandment, presidential, conceptualization, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10061.txt,"[Mozumder, earthbound, instances, graham, Hopkins, Robbins, can, Stuart, sunfish, marriage, Karner, leotard, enforce, Welcome, presidential, informal, conceptualization, solntze, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10062.txt,"[Mozumder, limited, earthbound, cae, match, distinct, graham, cap, sunfish, biologically, files, independently, enforce, arguments, commandment, presidential, said, solntze, tends, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10063.txt,"[instances, limited, match, distinct, fault, Hopkins, While, cam, SEXIST, epistles, Stuart, response, Karner, leotard, enforce, presidential, conceptualization, solntze, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10064.txt,"[Mozumder, cbb, supposedly, limited, cae, match, fault, distinct, Ino, really, can, Engineering, targeting, epistles, Stuart, sunfish, safe, files, presidential, informal]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10065.txt,"[orientation, cae, fault, Ino, While, Robbins, cam, aware, Engineering, SEXIST, cap, epistles, car, marriage, biologically, Welcome, presidential, said, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10066.txt,"[orientation, limited, cae, match, graham, Hopkins, Ino, Robbins, cam, aware, can, targeting, epistles, car, safe, independently, files, Welcome, said, solntze]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10067.txt,"[supposedly, cbb, earthbound, match, distinct, fault, Hopkins, Robbins, really, cam, epistles, SEXIST, car, response, safe, arguments, Welcome, solntze, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10068.txt,"[orientation, supposedly, cae, match, graham, While, Ino, Robbins, really, aware, can, epistles, sunfish, safe, biologically, independently, files, presidential, said, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10069.txt,"[limited, earthbound, cae, fault, distinct, Ino, While, Robbins, Engineering, SEXIST, sunfish, marriage, Karner, biologically, enforce, independently, files, arguments, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1007.txt,"[Mozumder, sail, earthbound, instances, fault, graham, distinct, While, really, targeting, SEXIST, response, marriage, Karner, enforce, files, commandment, said, conceptualization, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10070.txt,"[Mozumder, cbb, earthbound, cae, match, distinct, Hopkins, Robbins, can, targeting, SEXIST, Stuart, sunfish, response, safe, files, leotard, independently, presidential, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10071.txt,"[Mozumder, supposedly, sail, instances, cae, graham, Robbins, cam, really, aware, can, Engineering, epistles, cap, Stuart, response, marriage, independently, presidential, said]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10072.txt,"[cbb, limited, earthbound, graham, distinct, Hopkins, really, aware, cap, epistles, SEXIST, car, Karner, independently, biologically, files, presidential, informal, said, solntze]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10073.txt,"[cbb, sail, limited, match, distinct, can, SEXIST, epistles, Stuart, car, response, safe, Karner, biologically, leotard, independently, arguments, commandment, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10074.txt,"[Mozumder, cbb, sail, instances, cae, fault, Robbins, cam, targeting, cap, Stuart, car, marriage, safe, leotard, enforce, presidential, tends, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10075.txt,"[supposedly, orientation, sail, instances, graham, Ino, Engineering, targeting, cap, epistles, Stuart, sunfish, files, arguments, Welcome, presidential, commandment, conceptualization, solntze, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10076.txt,"[orientation, earthbound, instances, distinct, Ino, Hopkins, Robbins, cam, targeting, Stuart, marriage, response, independently, Welcome, commandment, informal, said, reposted, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10077.txt,"[cbb, orientation, sail, limited, match, Engineering, targeting, cap, SEXIST, Stuart, sunfish, response, Karner, leotard, biologically, enforce, commandment, informal, said, solntze]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10078.txt,"[supposedly, orientation, sail, instances, earthbound, limited, Hopkins, really, can, Stuart, sunfish, car, safe, independently, leotard, files, informal, conceptualization, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10079.txt,"[Mozumder, orientation, supposedly, limited, fault, graham, While, aware, Engineering, targeting, cap, epistles, marriage, safe, biologically, arguments, presidential, said, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1008.txt,"[sail, instances, match, distinct, Hopkins, While, Ino, Robbins, cam, really, can, targeting, Stuart, response, marriage, safe, arguments, presidential, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10080.txt,"[cbb, match, distinct, Robbins, aware, targeting, cap, SEXIST, marriage, leotard, enforce, biologically, arguments, presidential, commandment, conceptualization, said, tends, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10081.txt,"[instances, earthbound, cae, graham, distinct, While, Ino, aware, targeting, epistles, Stuart, sunfish, car, files, arguments, commandment, presidential, solntze, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10082.txt,"[Mozumder, cbb, orientation, earthbound, instances, match, Ino, Engineering, cap, SEXIST, sunfish, response, marriage, Karner, files, enforce, Welcome, arguments, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10083.txt,"[sail, earthbound, instances, cae, match, graham, fault, distinct, SEXIST, Stuart, sunfish, safe, leotard, biologically, arguments, commandment, presidential, informal, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10084.txt,"[Mozumder, supposedly, sail, instances, earthbound, match, fault, Ino, Robbins, really, can, Engineering, SEXIST, sunfish, response, leotard, enforce, Welcome, commandment, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10085.txt,"[supposedly, earthbound, instances, distinct, fault, Ino, While, Robbins, really, aware, SEXIST, safe, enforce, leotard, arguments, commandment, said, informal, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10086.txt,"[sail, instances, earthbound, graham, distinct, fault, Robbins, cam, Stuart, marriage, Karner, safe, leotard, enforce, Welcome, presidential, conceptualization, reposted, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10087.txt,"[instances, earthbound, cae, match, While, Robbins, cam, really, can, cap, SEXIST, response, biologically, Welcome, presidential, commandment, conceptualization, said, tends, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10088.txt,"[Mozumder, supposedly, sail, match, distinct, graham, While, Robbins, really, cap, Stuart, response, safe, Karner, files, leotard, independently, Welcome, said, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10089.txt,"[Mozumder, instances, distinct, fault, Ino, While, cam, Engineering, can, targeting, SEXIST, car, response, Karner, enforce, Welcome, informal, solntze, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1009.txt,"[Mozumder, orientation, supposedly, sail, instances, match, fault, distinct, graham, While, Robbins, sunfish, marriage, Karner, files, enforce, leotard, said, Inc, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10090.txt,"[Mozumder, supposedly, limited, match, Ino, Engineering, can, cap, epistles, SEXIST, safe, files, biologically, leotard, Welcome, commandment, said, informal, solntze, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10091.txt,"[orientation, sail, earthbound, limited, match, distinct, Ino, Robbins, cam, can, targeting, car, sunfish, files, biologically, arguments, commandment, presidential, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10092.txt,"[Mozumder, supposedly, cbb, sail, limited, match, fault, Hopkins, While, targeting, epistles, cap, enforce, files, biologically, arguments, informal, tends, greatest, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10093.txt,"[Mozumder, orientation, instances, earthbound, match, graham, Hopkins, While, Robbins, really, aware, epistles, enforce, Welcome, arguments, commandment, presidential, said, solntze, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10094.txt,"[Mozumder, cbb, earthbound, distinct, graham, can, Engineering, SEXIST, Stuart, sunfish, marriage, safe, independently, biologically, arguments, commandment, informal, conceptualization, solntze, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10095.txt,"[supposedly, instances, earthbound, match, Ino, Robbins, really, aware, epistles, Stuart, safe, Karner, biologically, files, enforce, commandment, solntze, tends, greatest, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10096.txt,"[supposedly, instances, cae, distinct, fault, cam, Engineering, epistles, car, marriage, safe, enforce, files, independently, leotard, arguments, commandment, presidential, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10097.txt,"[Mozumder, orientation, supposedly, earthbound, cae, match, distinct, fault, While, cam, targeting, epistles, response, Karner, enforce, files, Welcome, commandment, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10098.txt,"[supposedly, orientation, limited, earthbound, match, graham, Ino, Robbins, aware, epistles, cap, SEXIST, sunfish, safe, Karner, enforce, Welcome, arguments, commandment, said]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10099.txt,"[cbb, supposedly, orientation, earthbound, instances, match, graham, distinct, Robbins, targeting, epistles, marriage, response, safe, biologically, files, arguments, commandment, informal, tends]"
F:\eclipse-workspace\VDERS\doc_generate_16000\101.txt,"[orientation, earthbound, cae, match, fault, While, Robbins, really, cam, can, targeting, sunfish, marriage, biologically, independently, said, solntze, tends, greatest, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\1010.txt,"[Mozumder, supposedly, cbb, sail, cae, aware, targeting, epistles, cap, Stuart, sunfish, car, marriage, safe, leotard, Welcome, presidential, said, solntze, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10100.txt,"[earthbound, cae, graham, distinct, Robbins, cam, aware, Engineering, SEXIST, marriage, safe, biologically, arguments, Welcome, presidential, said, informal, solntze, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10101.txt,"[Mozumder, sail, limited, instances, cae, match, can, targeting, epistles, sunfish, car, marriage, Karner, enforce, leotard, arguments, presidential, informal, reposted, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10102.txt,"[Mozumder, cbb, orientation, supposedly, sail, match, distinct, Robbins, cam, really, can, sunfish, marriage, response, Karner, arguments, informal, said, conceptualization, Inc]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10103.txt,"[Mozumder, supposedly, cae, distinct, Robbins, cam, really, aware, Engineering, cap, car, marriage, response, Karner, safe, biologically, independently, leotard, Welcome, said]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10104.txt,"[orientation, supposedly, earthbound, limited, graham, fault, Ino, cam, targeting, cap, epistles, sunfish, car, biologically, files, presidential, informal, solntze, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10105.txt,"[Mozumder, orientation, sail, limited, earthbound, instances, match, fault, graham, distinct, Hopkins, response, biologically, enforce, presidential, conceptualization, said, informal, tends, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10106.txt,"[orientation, instances, cae, match, While, epistles, cap, SEXIST, car, Karner, safe, enforce, leotard, files, Welcome, commandment, said, solntze, tends, reposted]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10107.txt,"[supposedly, cae, match, distinct, fault, Ino, Hopkins, cam, aware, Engineering, targeting, cap, Stuart, response, safe, files, enforce, arguments, reposted, greatest]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10108.txt,"[Mozumder, cbb, orientation, supposedly, sail, earthbound, fault, Ino, Hopkins, Engineering, targeting, SEXIST, car, marriage, leotard, independently, enforce, Welcome, said, solntze]"
F:\eclipse-workspace\VDERS\doc_generate_16000\10109.txt,"[limited, earthbound, graham, While, Ino, Robbins, aware, can, cap, sunfish, car, response, safe, independently, biologically, files, Welcome, presidential, tends, greatest]"
